"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747066","3.3.1.4","134","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747067","3.3.1.5","117","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747068","3.3.1.6","150","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747069","3.3.2.1","30.2","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747070","3.3.2.2","23.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747071","3.3.2.3","37.7","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747072","3.3.2.4","68","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747073","3.3.2.5","52","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747074","3.3.2.6","84","E","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747075","3.3.3.1","10.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747076","3.3.3.2","6.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747077","3.3.3.3","16.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747078","3.3.3.4","","F","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747079","3.3.3.5","","F","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747080","3.3.3.6","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747081","4.1.1.1","55.0","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747082","4.1.1.2","49.6","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747083","4.1.1.3","60.4","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747084","4.1.1.4","73","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747085","4.1.1.5","66","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747086","4.1.1.6","81","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747087","4.1.2.1","31.9","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747088","4.1.2.2","26.9","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747089","4.1.2.3","37.3","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747090","4.1.2.4","43","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747091","4.1.2.5","36","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747092","4.1.2.6","50","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747093","4.1.3.1","13.1","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747094","4.1.3.2","9.9","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747095","4.1.3.3","17.2","","","","1"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747096","4.1.3.4","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747097","4.1.3.5","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747098","4.1.3.6","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747099","4.2.1.1","57.0","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747100","4.2.1.2","48.7","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747101","4.2.1.3","64.9","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747102","4.2.1.4","37","E","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747103","4.2.1.5","31","E","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747104","4.2.1.6","42","E","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747105","4.2.2.1","30.8","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747106","4.2.2.2","23.3","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747107","4.2.2.3","39.5","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747108","4.2.2.4","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747109","4.2.2.5","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747110","4.2.2.6","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747111","4.2.3.1","12.2","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747112","4.2.3.2","8.0","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747113","4.2.3.3","18.3","","","","1"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747114","4.2.3.4","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747115","4.2.3.5","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747116","4.2.3.6","","F","","","0"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747117","4.3.1.1","53.2","","","","1"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747118","4.3.1.2","46.2","","","","1"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747119","4.3.1.3","60.1","","","","1"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747120","4.3.1.4","37","","","","0"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747121","4.3.1.5","32","","","","0"
"2021-04","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747122","4.3.1.6","42","","","","0"
"2021-04","Prince Edward Island","2016A000211","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747123","4.3.2.1","32.9","","","","1"
