Fiscal year,Diagnosis category,Sex,fiscal_year,value,ci_low,ci_high,sheet_type
2019–2020,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,810.0,810,875,ED
2019–2020,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,440.0,440,487,ED
2019–2020,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,628.0,628,668,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,35.0,35,49,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,55.0,55,72,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,48.0,48,59,ED
2019–2020,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,45.0,45,61,ED
2019–2020,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,3.0,3,8,ED
2019–2020,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,24.0,24,33,ED
2019–2020,   Tic disorders,Female,Agegroup:15–17years–95%CI,5.0,5,12,ED
2019–2020,   Tic disorders,Male,Agegroup:15–17years–95%CI,2.0,2,6,ED
2019–2020,   Tic disorders,Total,Agegroup:15–17years–95%CI,4.0,4,8,ED
2019–2020,   ADHD,Female,Agegroup:15–17years–95%CI,15.0,15,25,ED
2019–2020,   ADHD,Male,Agegroup:15–17years–95%CI,30.0,30,43,ED
2019–2020,   ADHD,Total,Agegroup:15–17years–95%CI,24.0,24,32,ED
2020–2021,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,13.0,13,23,ED
2020–2021,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,8.0,8,15,ED
2020–2021,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,12.0,12,17,ED
2020–2021,Substance-related disorders,Female,Agegroup:15–17years–95%CI,306.0,306,346,ED
2020–2021,Substance-related disorders,Male,Agegroup:15–17years–95%CI,312.0,312,351,ED
2020–2021,Substance-related disorders,Total,Agegroup:15–17years–95%CI,315.0,315,343,ED
2020–2021,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,52.0,52,70,ED
2020–2021,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,75.0,75,94,ED
2020–2021,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,66.0,66,80,ED
2020–2021,Mood disorders,Female,Agegroup:15–17years–95%CI,766.0,766,828,ED
2020–2021,Mood disorders,Male,Agegroup:15–17years–95%CI,307.0,307,346,ED
2020–2021,Mood disorders,Total,Agegroup:15–17years–95%CI,537.0,537,573,ED
2020–2021,Anxiety disorders,Female,Agegroup:15–17years–95%CI,650.0,650,708,ED
2020–2021,Anxiety disorders,Male,Agegroup:15–17years–95%CI,296.0,296,334,ED
2020–2021,Anxiety disorders,Total,Agegroup:15–17years–95%CI,475.0,475,509,ED
2020–2021,Personality disorders,Female,Agegroup:15–17years–95%CI,57.0,57,75,ED
2020–2021,Personality disorders,Male,Agegroup:15–17years–95%CI,10.0,10,18,ED
2020–2021,Personality disorders,Total,Agegroup:15–17years–95%CI,35.0,35,44,ED
2020–2021,Other disorders,Female,Agegroup:15–17years–95%CI,817.0,817,882,ED
2020–2021,Other disorders,Male,Agegroup:15–17years–95%CI,410.0,410,455,ED
2020–2021,Other disorders,Total,Agegroup:15–17years–95%CI,615.0,615,654,ED
2020–2021,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,589.0,589,644,ED
2020–2021,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,287.0,287,325,ED
2020–2021,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,440.0,440,473,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,26.0,26,39,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,36.0,36,50,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,33.0,33,43,ED
2020–2021,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,95.0,95,118,ED
2020–2021,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,5.0,5,11,ED
2020–2021,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,50.0,50,62,ED
2020–2021,   Tic disorders,Female,Agegroup:15–17years–95%CI,20.0,20,31,ED
2020–2021,   Tic disorders,Male,Agegroup:15–17years–95%CI,2.0,2,6,ED
2020–2021,   Tic disorders,Total,Agegroup:15–17years–95%CI,11.0,11,17,ED
2020–2021,   ADHD,Female,Agegroup:15–17years–95%CI,16.0,16,26,ED
2020–2021,   ADHD,Male,Agegroup:15–17years–95%CI,24.0,24,36,ED
2020–2021,   ADHD,Total,Agegroup:15–17years–95%CI,21.0,21,29,ED
2021–2022,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,14.0,14,23,ED
2021–2022,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,8.0,8,15,ED
2021–2022,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,12.0,12,18,ED
2021–2022,Substance-related disorders,Female,Agegroup:15–17years–95%CI,342.0,342,384,ED
2021–2022,Substance-related disorders,Male,Agegroup:15–17years–95%CI,296.0,296,335,ED
2021–2022,Substance-related disorders,Total,Agegroup:15–17years–95%CI,324.0,324,353,ED
2021–2022,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,56.0,56,74,ED
2021–2022,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,77.0,77,97,ED
2021–2022,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,70.0,70,84,ED
2021–2022,Mood disorders,Female,Agegroup:15–17years–95%CI,999.0,999,1,ED
2021–2022,Mood disorders,Male,Agegroup:15–17years–95%CI,377.0,377,420,ED
2021–2022,Mood disorders,Total,Agegroup:15–17years–95%CI,685.0,685,726,ED
2021–2022,Anxiety disorders,Female,Agegroup:15–17years–95%CI,775.0,775,838,ED
2021–2022,Anxiety disorders,Male,Agegroup:15–17years–95%CI,317.0,317,356,ED
2021–2022,Anxiety disorders,Total,Agegroup:15–17years–95%CI,545.0,545,582,ED
2021–2022,Personality disorders,Female,Agegroup:15–17years–95%CI,95.0,95,118,ED
2021–2022,Personality disorders,Male,Agegroup:15–17years–95%CI,11.0,11,19,ED
2021–2022,Personality disorders,Total,Agegroup:15–17years–95%CI,53.0,53,65,ED
2021–2022,Other disorders,Female,Agegroup:15–17years–95%CI,43.0,43,1,ED
2021–2022,Other disorders,Male,Agegroup:15–17years–95%CI,481.0,481,529,ED
2021–2022,Other disorders,Total,Agegroup:15–17years–95%CI,761.0,761,804,ED
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,757.0,757,820,ED
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,353.0,353,395,ED
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,556.0,556,593,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,33.0,33,48,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,33.0,33,47,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,35.0,35,45,ED
2021–2022,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,126.0,126,152,ED
2021–2022,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,7.0,7,14,ED
2021–2022,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,66.0,66,79,ED
2021–2022,   Tic disorders,Female,Agegroup:15–17years–95%CI,21.0,21,32,ED
2021–2022,   Tic disorders,Male,Agegroup:15–17years–95%CI,2.0,2,7,ED
2021–2022,   Tic disorders,Total,Agegroup:15–17years–95%CI,12.0,12,18,ED
2021–2022,   ADHD,Female,Agegroup:15–17years–95%CI,17.0,17,27,ED
2021–2022,   ADHD,Male,Agegroup:15–17years–95%CI,23.0,23,34,ED
2021–2022,   ADHD,Total,Agegroup:15–17years–95%CI,21.0,21,29,ED
2022–2023,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,14.0,14,23,ED
2022–2023,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,6.0,6,13,ED
2022–2023,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,11.0,11,17,ED
2022–2023,Substance-related disorders,Female,Agegroup:15–17years–95%CI,357.0,357,399,ED
2022–2023,Substance-related disorders,Male,Agegroup:15–17years–95%CI,299.0,299,337,ED
2022–2023,Substance-related disorders,Total,Agegroup:15–17years–95%CI,333.0,333,361,ED
2022–2023,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,52.0,52,69,ED
2022–2023,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,66.0,66,85,ED
2022–2023,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,62.0,62,74,ED
2022–2023,Mood disorders,Female,Agegroup:15–17years–95%CI,800.0,800,863,ED
2022–2023,Mood disorders,Male,Agegroup:15–17years–95%CI,332.0,332,372,ED
2022–2023,Mood disorders,Total,Agegroup:15–17years–95%CI,566.0,566,602,ED
2022–2023,Anxiety disorders,Female,Agegroup:15–17years–95%CI,669.0,669,727,ED
2022–2023,Anxiety disorders,Male,Agegroup:15–17years–95%CI,271.0,271,307,ED
2022–2023,Anxiety disorders,Total,Agegroup:15–17years–95%CI,470.0,470,503,ED
2022–2023,Personality disorders,Female,Agegroup:15–17years–95%CI,76.0,76,96,ED
2022–2023,Personality disorders,Male,Agegroup:15–17years–95%CI,12.0,12,20,ED
2022–2023,Personality disorders,Total,Agegroup:15–17years–95%CI,45.0,45,55,ED
2022–2023,Other disorders,Female,Agegroup:15–17years–95%CI,869.0,869,935,ED
2022–2023,Other disorders,Male,Agegroup:15–17years–95%CI,431.0,431,477,ED
2022–2023,Other disorders,Total,Agegroup:15–17years–95%CI,651.0,651,691,ED
2022–2023,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,660.0,660,717,ED
2022–2023,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,313.0,313,351,ED
2022–2023,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,487.0,487,521,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,25.0,25,37,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,32.0,32,46,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,30.0,30,40,ED
2022–2023,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,68.0,68,88,ED
2022–2023,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,6.0,6,12,ED
2022–2023,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,37.0,37,47,ED
2022–2023,   Tic disorders,Female,Agegroup:15–17years–95%CI,6.0,6,13,ED
2022–2023,   Tic disorders,Male,Agegroup:15–17years–95%CI,1.0,1,4,ED
2022–2023,   Tic disorders,Total,Agegroup:15–17years–95%CI,4.0,4,8,ED
2022–2023,   ADHD,Female,Agegroup:15–17years–95%CI,15.0,15,25,ED
2022–2023,   ADHD,Male,Agegroup:15–17years–95%CI,19.0,19,30,ED
2022–2023,   ADHD,Total,Agegroup:15–17years–95%CI,19.0,19,26,ED
2023–2024,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,15.0,15,25,ED
2023–2024,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,13.0,13,22,ED
2023–2024,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,16.0,16,22,ED
2023–2024,Substance-related disorders,Female,Agegroup:15–17years–95%CI,371.0,371,414,ED
2023–2024,Substance-related disorders,Male,Agegroup:15–17years–95%CI,320.0,320,358,ED
2023–2024,Substance-related disorders,Total,Agegroup:15–17years–95%CI,350.0,350,379,ED
2023–2024,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,48.0,48,65,ED
2023–2024,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,74.0,74,93,ED
2023–2024,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,64.0,64,77,ED
2023–2024,Mood disorders,Female,Agegroup:15–17years–95%CI,635.0,635,690,ED
2023–2024,Mood disorders,Male,Agegroup:15–17years–95%CI,288.0,288,325,ED
2023–2024,Mood disorders,Total,Agegroup:15–17years–95%CI,462.0,462,495,ED
2023–2024,Anxiety disorders,Female,Agegroup:15–17years–95%CI,556.0,556,608,ED
2023–2024,Anxiety disorders,Male,Agegroup:15–17years–95%CI,238.0,238,272,ED
2023–2024,Anxiety disorders,Total,Agegroup:15–17years–95%CI,398.0,398,428,ED
2023–2024,Personality disorders,Female,Agegroup:15–17years–95%CI,74.0,74,93,ED
2023–2024,Personality disorders,Male,Agegroup:15–17years–95%CI,12.0,12,20,ED
2023–2024,Personality disorders,Total,Agegroup:15–17years–95%CI,43.0,43,54,ED
2023–2024,Other disorders,Female,Agegroup:15–17years–95%CI,793.0,793,855,ED
2023–2024,Other disorders,Male,Agegroup:15–17years–95%CI,407.0,407,450,ED
2023–2024,Other disorders,Total,Agegroup:15–17years–95%CI,601.0,601,638,ED
2023–2024,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,601.0,601,655,ED
2023–2024,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,280.0,280,316,ED
2023–2024,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,442.0,442,474,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,26.0,26,39,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,33.0,33,46,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,31.0,31,40,ED
2023–2024,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,71.0,71,90,ED
2023–2024,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,5.0,5,11,ED
2023–2024,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,38.0,38,48,ED
2023–2024,   Tic disorders,Female,Agegroup:15–17years–95%CI,5.0,5,11,ED
2023–2024,   Tic disorders,Male,Agegroup:15–17years–95%CI,1.0,1,5,ED
2023–2024,   Tic disorders,Total,Agegroup:15–17years–95%CI,4.0,4,8,ED
2023–2024,   ADHD,Female,Agegroup:15–17years–95%CI,17.0,17,27,ED
2023–2024,   ADHD,Male,Agegroup:15–17years–95%CI,26.0,26,37,ED
2023–2024,   ADHD,Total,Agegroup:15–17years–95%CI,23.0,23,31,ED
2018–2019,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,35.0,,,ED
2018–2019,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,23.0,,,ED
2018–2019,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,29.0,,,ED
2018–2019,Substance-related disorders,Female,Agegroup:18–24years–Rate,738.0,,,ED
2018–2019,Substance-related disorders,Male,Agegroup:18–24years–Rate,892.0,,,ED
2018–2019,Substance-related disorders,Total,Agegroup:18–24years–Rate,818.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,117.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,289.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,207.0,,,ED
2018–2019,Mood disorders,Female,Agegroup:18–24years–Rate,764.0,,,ED
2018–2019,Mood disorders,Male,Agegroup:18–24years–Rate,503.0,,,ED
2018–2019,Mood disorders,Total,Agegroup:18–24years–Rate,628.0,,,ED
2018–2019,Anxiety disorders,Female,Agegroup:18–24years–Rate,807.0,,,ED
2018–2019,Anxiety disorders,Male,Agegroup:18–24years–Rate,528.0,,,ED
2018–2019,Anxiety disorders,Total,Agegroup:18–24years–Rate,662.0,,,ED
2018–2019,Personality disorders,Female,Agegroup:18–24years–Rate,161.0,,,ED
2018–2019,Personality disorders,Male,Agegroup:18–24years–Rate,49.0,,,ED
2018–2019,Personality disorders,Total,Agegroup:18–24years–Rate,102.0,,,ED
2018–2019,Other disorders,Female,Agegroup:18–24years–Rate,702.0,,,ED
2018–2019,Other disorders,Male,Agegroup:18–24years–Rate,488.0,,,ED
2018–2019,Other disorders,Total,Agegroup:18–24years–Rate,590.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,607.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,409.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,504.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,11.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,14.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,13.0,,,ED
2018–2019,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,19.0,,,ED
2018–2019,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,,ED
2018–2019,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.0,,,ED
2018–2019,   Tic disorders,Female,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   ADHD,Female,Agegroup:18–24years–Rate,6.0,,,ED
2018–2019,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,,ED
2018–2019,   ADHD,Total,Agegroup:18–24years–Rate,9.0,,,ED
2019–2020,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,29.0,,,ED
2019–2020,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,20.0,,,ED
2019–2020,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,24.0,,,ED
2019–2020,Substance-related disorders,Female,Agegroup:18–24years–Rate,699.0,,,ED
2019–2020,Substance-related disorders,Male,Agegroup:18–24years–Rate,810.0,,,ED
2019–2020,Substance-related disorders,Total,Agegroup:18–24years–Rate,757.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,114.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,272.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,197.0,,,ED
2019–2020,Mood disorders,Female,Agegroup:18–24years–Rate,702.0,,,ED
2019–2020,Mood disorders,Male,Agegroup:18–24years–Rate,444.0,,,ED
2019–2020,Mood disorders,Total,Agegroup:18–24years–Rate,567.0,,,ED
2019–2020,Anxiety disorders,Female,Agegroup:18–24years–Rate,749.0,,,ED
